,date,name,lat,lon,elev,location,location2,species,height,notes,persons,orig_name
22,2023-05-24 12:07:00+00:00,poplar 25,60.912545,-46.047145,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 25
23,2023-05-24 12:07:00+00:00,poplar 24,60.912557,-46.047162,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 24
24,2023-05-24 12:07:00+00:00,poplar 30,60.912476,-46.047053,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 30
25,2023-05-24 12:07:00+00:00,poplar 29,60.912490,-46.047071,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 29
26,2023-05-24 12:07:00+00:00,poplar 02,60.912786,-46.047482,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 02
27,2023-05-24 12:07:00+00:00,poplar 27,60.912517,-46.047107,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 27
28,2023-05-24 12:07:00+00:00,poplar 26,60.912530,-46.047125,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 26
29,2023-05-24 12:07:00+00:00,poplar 28,60.912504,-46.047089,15,Narsaq,Tiny_Forest,poplus,30.0,cuttings from Narsarsuaq spring 2022,"Faezeh, Dirk",poplar 28
30,2023-08-19 15:23:14+00:00,TF 2023 01,60.912421,-46.047118,15,Narsaq,Tiny_Forest,engelmannii,19.5,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0001
31,2023-08-19 15:25:30+00:00,TF 2023 02,60.912445,-46.047119,15,Narsaq,Tiny_Forest,larix,15.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0002
32,2023-08-19 15:27:13+00:00,TF 2023 03,60.912466,-46.047138,15,Narsaq,Tiny_Forest,contorta,37.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0003
33,2023-08-19 15:27:46+00:00,TF 2023 04,60.912480,-46.047162,15,Narsaq,Tiny_Forest,engelmannii,26.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0004
34,2023-08-19 15:28:12+00:00,TF 2023 05,60.912487,-46.047221,15,Narsaq,Tiny_Forest,larix,13.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0005
35,2023-08-19 15:28:51+00:00,TF 2023 06,60.912468,-46.047199,15,Narsaq,Tiny_Forest,larix,18.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0006
36,2023-08-19 15:29:20+00:00,TF 2023 07,60.912445,-46.047163,15,Narsaq,Tiny_Forest,larix,18.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0007
37,2023-08-19 15:30:39+00:00,TF 2023 08,60.912474,-46.047174,15,Narsaq,Tiny_Forest,larix,6.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0008
38,2023-08-19 15:30:58+00:00,TF 2023 09,60.912434,-46.047146,15,Narsaq,Tiny_Forest,engelmannii,13.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0009
39,2023-08-19 15:33:40+00:00,TF 2023 10,60.912415,-46.047200,15,Narsaq,Tiny_Forest,larix,18.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0010
40,2023-08-19 15:34:25+00:00,TF 2023 11,60.912438,-46.047182,15,Narsaq,Tiny_Forest,larix,15.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0011
41,2023-08-19 15:35:02+00:00,TF 2023 12,60.912462,-46.047217,15,Narsaq,Tiny_Forest,larix,23.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0012
42,2023-08-19 15:35:31+00:00,TF 2023 13,60.912475,-46.047200,15,Narsaq,Tiny_Forest,larix,13.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0013
43,2023-08-19 15:36:55+00:00,TF 2023 14,60.912472,-46.047249,15,Narsaq,Tiny_Forest,contorta,31.5,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0014
44,2023-08-19 15:37:57+00:00,TF 2023 15,60.912465,-46.047220,15,Narsaq,Tiny_Forest,larix,25.0,NE corner,"Jason, Mette, Anna, Reinder",Tiny forest 2023 new0015
45,2023-08-24 14:35:36+00:00,Tas 20230009,61.145477,-45.630523,18,Tasiusaq,Tasiusaq,larix,10.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230009
46,2023-08-24 14:39:33+00:00,Tas 20230010,61.145478,-45.630545,18,Tasiusaq,Tasiusaq,contorta,8.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230010
47,2023-08-24 14:43:52+00:00,Tas 20230011,61.145476,-45.630587,18,Tasiusaq,Tasiusaq,engelmannii,11.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230011
48,2023-08-24 14:45:07+00:00,Tas 20230012,61.145448,-45.630561,17,Tasiusaq,Tasiusaq,engelmannii,8.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230012
49,2023-08-24 14:47:05+00:00,Tas 20230013,61.145459,-45.630586,18,Tasiusaq,Tasiusaq,larix,11.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230013
50,2023-08-24 14:49:22+00:00,Tas 20230014,61.145482,-45.630542,16,Tasiusaq,Tasiusaq,contorta,10.0,670 m west of hostel 210 m WNW to the shore,"Jason, Jacob, Mette",Tas 20230014
51,2023-08-24 17:01:37+00:00,Tas 20230015,61.144102,-45.617785,13,Tasiusaq,Tasiusaq,larix,28.0,Patch of boulder 7 m east of the hostel,"Jason, Jacob, Mette",Tas 20230015
52,2023-08-24 17:03:13+00:00,Tas 20230016,61.144087,-45.617742,15,Tasiusaq,Tasiusaq,contorta,12.0,Patch of boulder 7 m east of the hostel,"Jason, Jacob, Mette",Tas 20230016
53,2023-08-24 17:04:07+00:00,Tas 20230017,61.144088,-45.617752,15,Tasiusaq,Tasiusaq,engelmannii,11.0,Patch of boulder 7 m east of the hostel,"Jason, Jacob, Mette",Tas 20230017
54,2023-08-24 17:07:00+00:00,Tas boulders and tires,61.144159,-45.617628,15,Tasiusaq,Tasiusaq,engelmannii,7.0,Patch of boulders and some tires 12 m east north east of the hostel ,"Jason, Jacob, Mette",Tas 18 boulders and tires
55,2023-08-24 17:08:00+00:00,Tas boulders and tires,61.144168,-45.617624,15,Tasiusaq,Tasiusaq,larix,30.0,Patch of boulders and some tires 12 m east north east of the hostel,"Jason, Jacob, Mette",Tas 19 boulders and tires
56,2023-08-24 18:20:17+00:00,Tas 20230020,61.147138,-45.609146,,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230020
57,2023-08-24 18:24:05+00:00,Tas 20230021,61.147138,-45.609146,,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230021
58,2023-08-24 18:27:50+00:00,Tas 20230023,61.147138,-45.609146,,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230023
59,2023-08-24 18:29:00+00:00,Tas 20230024,61.147138,-45.609146,,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230024
60,2023-08-24 18:30:35+00:00,Tas 20230025,61.147138,-45.609146,,Tasiusaq,Tasiusaq,contorta,7.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230025
61,2023-08-24 18:32:46+00:00,Tas 20230026,61.147138,-45.609146,,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas 20230026
62,2023-08-24 18:40:48+00:00,Tas Farm 0001,61.147157,-45.609114,55,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0001
63,2023-08-24 18:40:59+00:00,Tas Farm 0002,61.147149,-45.609159,56,Tasiusaq,Tasiusaq,larix,28.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0002
64,2023-08-24 18:41:09+00:00,Tas Farm 0003,61.147145,-45.609210,55,Tasiusaq,Tasiusaq,contorta,7.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0003
65,2023-08-24 18:41:19+00:00,Tas Farm 0004,61.147168,-45.609244,57,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0004
66,2023-08-24 18:41:26+00:00,Tas Farm 0005,61.147197,-45.609221,55,Tasiusaq,Tasiusaq,larix,16.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0005
67,2023-08-24 18:41:32+00:00,Tas Farm 0006,61.147199,-45.609164,55,Tasiusaq,Tasiusaq,contorta,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0006
68,2023-08-24 18:41:45+00:00,Tas Farm 0007,61.147175,-45.609314,56,Tasiusaq,Tasiusaq,engelmannii,9.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0007
69,2023-08-24 18:42:32+00:00,Tas Farm 0008,61.147146,-45.609234,55,Tasiusaq,Tasiusaq,larix,14.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0008
70,2023-08-24 18:43:09+00:00,Tas Farm 0009,61.147152,-45.609417,55,Tasiusaq,Tasiusaq,engelmannii,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0009
71,2023-08-24 18:44:29+00:00,Tas Farm 0010,61.147156,-45.609473,53,Tasiusaq,Tasiusaq,engelmannii,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0010
72,2023-08-24 18:45:17+00:00,Tas Farm 0011,61.147143,-45.609519,52,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0011
73,2023-08-24 18:46:19+00:00,Tas Farm 0012,61.147112,-45.609557,52,Tasiusaq,Tasiusaq,larix,17.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0012
74,2023-08-24 18:47:01+00:00,Tas Farm 0013,61.147069,-45.609586,53,Tasiusaq,Tasiusaq,engelmannii,10.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0013
75,2023-08-24 18:48:29+00:00,Tas Farm 0014,61.147037,-45.609595,52,Tasiusaq,Tasiusaq,larix,14.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0014
76,2023-08-24 18:50:00+00:00,Tas Farm 0015,61.147023,-45.609626,51,Tasiusaq,Tasiusaq,contorta,13.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0015
77,2023-08-24 18:50:30+00:00,Tas Farm 0016,61.147026,-45.609529,51,Tasiusaq,Tasiusaq,contorta,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0016
78,2023-08-24 18:53:56+00:00,Tas Farm 0017,61.147051,-45.609449,53,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0017
79,2023-08-24 18:55:46+00:00,Tas Farm 0018,61.147061,-45.609443,53,Tasiusaq,Tasiusaq,larix,12.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0018
80,2023-08-24 18:57:05+00:00,Tas Farm 0019,61.147094,-45.609435,53,Tasiusaq,Tasiusaq,larix,12.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0019
81,2023-08-24 18:58:41+00:00,Tas Farm 0020,61.147122,-45.609474,53,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0020
82,2023-08-24 19:02:18+00:00,Tas Farm 0021,61.147078,-45.609615,53,Tasiusaq,Tasiusaq,contorta,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0021
83,2023-08-24 19:03:58+00:00,Tas Farm 0022,61.147061,-45.609695,51,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0022
84,2023-08-24 19:06:02+00:00,Tas Farm 0023,61.147035,-45.609743,50,Tasiusaq,Tasiusaq,larix,12.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0023
85,2023-08-24 19:07:28+00:00,Tas Farm 0024,61.147002,-45.609724,50,Tasiusaq,Tasiusaq,contorta,14.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0024
86,2023-08-24 19:08:43+00:00,Tas Farm 0025,61.146976,-45.609731,50,Tasiusaq,Tasiusaq,contorta,7.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0025
87,2023-08-24 19:09:26+00:00,Tas Farm 0026,61.146958,-45.609697,50,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0026
88,2023-08-24 19:12:12+00:00,Tas Farm 0027,61.146934,-45.609721,50,Tasiusaq,Tasiusaq,larix,13.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0027
89,2023-08-24 19:12:59+00:00,Tas Farm 0028,61.146952,-45.609793,50,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0028
90,2023-08-24 19:13:51+00:00,Tas Farm 0029,61.146930,-45.609861,47,Tasiusaq,Tasiusaq,contorta,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0029
91,2023-08-24 19:15:55+00:00,Tas Farm 0030,61.146960,-45.609827,49,Tasiusaq,Tasiusaq,engelmannii,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0030
92,2023-08-24 19:17:47+00:00,Tas Farm 0031,61.146945,-45.609889,49,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0031
93,2023-08-24 19:19:15+00:00,Tas Farm 0032,61.146902,-45.609853,49,Tasiusaq,Tasiusaq,contorta,14.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0032
94,2023-08-24 19:20:00+00:00,Tas Farm 0033,61.146883,-45.609889,49,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0033
95,2023-08-24 19:21:56+00:00,Tas Farm 0034,61.146871,-45.609902,49,Tasiusaq,Tasiusaq,larix,16.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0034
96,2023-08-24 19:22:42+00:00,Tas Farm 0035,61.146865,-45.609942,49,Tasiusaq,Tasiusaq,contorta,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0035
97,2023-08-24 19:24:07+00:00,Tas Farm 0036,61.146870,-45.609982,49,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0036
98,2023-08-24 19:25:10+00:00,Tas Farm 0037,61.146926,-45.609915,49,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0037
99,2023-08-24 19:28:24+00:00,Tas Farm 0038,61.146959,-45.609981,49,Tasiusaq,Tasiusaq,larix,17.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0038
100,2023-08-24 19:28:40+00:00,Tas Farm 0039,61.146959,-45.609981,49,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0039
101,2023-08-24 19:29:51+00:00,Tas Farm 0040,61.146941,-45.610037,49,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0040
102,2023-08-24 19:34:03+00:00,Tas Farm 0041,61.146895,-45.610035,49,Tasiusaq,Tasiusaq,contorta,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0041
103,2023-08-24 19:34:50+00:00,Tas Farm 0042,61.146891,-45.609776,,Tasiusaq,Tasiusaq,engelmannii,4.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0042
104,2023-08-24 19:35:40+00:00,Tas Farm 0043,61.146891,-45.609776,,Tasiusaq,Tasiusaq,larix,9.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0043
105,2023-08-24 19:36:18+00:00,Tas Farm 0044,61.146891,-45.609776,,Tasiusaq,Tasiusaq,larix,12.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0044
106,2023-08-24 19:38:43+00:00,Tas Farm 0045,61.146891,-45.609776,,Tasiusaq,Tasiusaq,contorta,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0045
107,2023-08-24 19:39:26+00:00,Tas Farm 0046,61.146891,-45.609776,,Tasiusaq,Tasiusaq,contorta,14.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0046
108,2023-08-24 19:40:24+00:00,Tas Farm 0047,61.146922,-45.609716,,Tasiusaq,Tasiusaq,engelmannii,,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0047
109,2023-08-24 19:41:20+00:00,Tas Farm 0048,61.146922,-45.609656,,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0048
110,2023-08-24 19:42:40+00:00,Tas Farm 0049,61.146828,-45.610143,51,Tasiusaq,Tasiusaq,contorta,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0049
111,2023-08-24 19:45:06+00:00,Tas Farm 0050,61.146798,-45.610182,48,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0050
112,2023-08-24 19:51:39+00:00,Tas Farm 0051,61.146825,-45.610256,49,Tasiusaq,Tasiusaq,engelmannii,9.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0051
113,2023-08-24 19:52:26+00:00,Tas Farm 0052,61.146812,-45.610302,49,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0052
114,2023-08-24 19:53:10+00:00,Tas Farm 0053,61.146787,-45.610315,49,Tasiusaq,Tasiusaq,contorta,,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0053
115,2023-08-24 19:56:05+00:00,Tas Farm 0054,61.146735,-45.610315,49,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0054
116,2023-08-24 19:57:20+00:00,Tas Farm 0055,61.146729,-45.610259,49,Tasiusaq,Tasiusaq,contorta,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0055
117,2023-08-24 19:58:36+00:00,Tas Farm 0056,61.146695,-45.610324,49,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0056
118,2023-08-24 19:59:17+00:00,Tas Farm 0057,61.146704,-45.610405,49,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0057
119,2023-08-24 20:00:51+00:00,Tas Farm 0058,61.146724,-45.610391,49,Tasiusaq,Tasiusaq,engelmannii,,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0058
120,2023-08-24 20:02:29+00:00,Tas Farm 0059,61.146740,-45.610440,49,Tasiusaq,Tasiusaq,larix,9.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0059
121,2023-08-24 20:04:29+00:00,Tas Farm 0060,61.146790,-45.610386,49,Tasiusaq,Tasiusaq,larix,9.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0060
122,2023-08-24 20:06:03+00:00,Tas Farm 0061,61.146777,-45.610401,49,Tasiusaq,Tasiusaq,contorta,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0061
123,2023-08-24 20:06:48+00:00,Tas Farm 0062,61.146752,-45.610375,49,Tasiusaq,Tasiusaq,larix,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0062
124,2023-08-24 20:07:43+00:00,Tas Farm 0063,61.146749,-45.610319,49,Tasiusaq,Tasiusaq,engelmannii,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0063
125,2023-08-24 20:09:14+00:00,Tas Farm 0064,61.146713,-45.610298,49,Tasiusaq,Tasiusaq,contorta,10.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0064
126,2023-08-24 20:13:27+00:00,Tas Farm 0065,61.146706,-45.610299,49,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0065
127,2023-08-24 20:14:37+00:00,Tas Farm 0066,61.146678,-45.610378,49,Tasiusaq,Tasiusaq,contorta,8.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0066
128,2023-08-24 20:16:02+00:00,Tas Farm 0067,61.146649,-45.610441,49,Tasiusaq,Tasiusaq,contorta,10.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0067
129,2023-08-24 20:18:17+00:00,Tas Farm 0068,61.146653,-45.610505,49,Tasiusaq,Tasiusaq,contorta,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0068
130,2023-08-24 20:22:11+00:00,Tas Farm 0069,61.146686,-45.610525,49,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0069
131,2023-08-24 20:32:57+00:00,Tas Farm 0070,61.146732,-45.610564,49,Tasiusaq,Tasiusaq,larix,12.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0070
132,2023-08-24 20:33:56+00:00,Tas Farm 0071,61.146767,-45.610561,49,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0071
133,2023-08-24 20:35:18+00:00,Tas Farm 0072,61.146751,-45.610665,49,Tasiusaq,Tasiusaq,larix,11.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0072
134,2023-08-24 20:35:52+00:00,Tas Farm 0073,61.146712,-45.610683,49,Tasiusaq,Tasiusaq,larix,15.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0073
135,2023-08-24 20:37:15+00:00,Tas Farm 0074,61.146681,-45.610718,49,Tasiusaq,Tasiusaq,engelmannii,5.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0074
136,2023-08-24 20:38:42+00:00,Tas Farm 0075,61.146655,-45.610675,49,Tasiusaq,Tasiusaq,contorta,6.0,below road and above cultivated area,"Jason, Jacob, Mette",Tas Farm 0075
137,2023-08-24 21:09:14+00:00,Tas Farm 0076,61.144507,-45.614869,30,Tasiusaq,Tasiusaq,larix,12.0,above Lennert family white house,"Jason, Jacob, Mette",Tas Farm 0076
138,2023-08-24 21:12:03+00:00,Tas Farm 0077,61.144571,-45.614650,33,Tasiusaq,Tasiusaq,larix,13.0,above Lennert family white house,"Jason, Jacob, Mette",Tas Farm 0077
