Timestamp,Name,Height_of_planting,Species,notes,Latitude,Longitude,Altitude,Accuracy
2022-12-07 13:13:25.002,1,,fir,,55.58605235341070,11.836451931198800,52.440866517834400,11.836451931198800
2022-12-07 13:13:36.001,2,,fir,,55.58602362820180,11.836551695156600,52.054250514134800,11.836551695156600
2022-12-07 13:14:03.001,3,,fir,,55.58606435014970,11.836542153890100,50.73522050213070,11.836542153890100
2022-12-07 13:14:14.001,4,,fir,,55.58605111401080,11.836590382149300,50.00736025907100,11.836590382149300
2022-12-07 13:14:31.001,5,,fir,,55.58601506613610,11.836623729346600,49.07996350899340,11.836623729346600
2022-12-07 13:14:42.001,6,,fir,,55.58598116566580,11.836601365355900,50.41932883858680,11.836601365355900
2022-12-07 13:14:52.001,7,,fir,,55.58599302393290,11.836626741804200,50.52350904606280,11.836626741804200
2022-12-07 13:15:16.001,7,,fir,,55.58594607214350,11.836588183509500,50.620336554944500,11.836588183509500
2022-12-07 13:19:51.548,8,,fir,,55.58592128790190,11.83661184320570,52.142817007377700,11.83661184320570
2022-12-07 13:20:03.002,8,,fir,,55.5859415625496,11.836584399185700,52.201583564281500,11.836584399185700
2022-12-07 13:20:11.002,9,,fir,,55.585945568603200,11.836638026154300,50.561075386591300,11.836638026154300
2022-12-07 13:20:33.002,10,,fir,,55.58596402782590,11.836738221520400,50.168575037270800,11.836738221520400
2022-12-07 13:20:43.002,11,,fir,,55.585982728601500,11.836744933852000,50.89479829464110,11.836744933852000
2022-12-07 13:20:56.002,12,,fir,,55.58601363516820,11.836677247238900,50.772391323931500,11.836677247238900
2022-12-07 13:21:04.002,13,,fir,,55.586030588404800,11.83666368339370,50.96853704191740,11.83666368339370
2022-12-07 13:21:12.002,14,,fir,,55.58605388041110,11.836647749824200,50.90668310876940,11.836647749824200
2022-12-07 13:21:23.002,15,,fir,,55.58605631136650,11.836679436471600,51.21483566239480,11.836679436471600
2022-12-07 13:21:37.002,16,,fir,,55.58603665580130,11.836713268268600,50.2256674868986,11.836713268268600
2022-12-07 13:21:53.002,18,,fir,,55.58599041464210,11.836727411743300,50.06448679137980,11.836727411743300
2022-12-07 13:22:05.002,19,,fir,,55.58596251715750,11.836736139952600,49.83172146882860,11.836736139952600
2022-12-07 13:22:13.001,20,,fir,,55.58595862109210,11.836777110763200,48.446442489512300,11.836777110763200
2022-12-07 13:22:22.001,21,,fir,,55.58598654616960,11.836774548866300,48.80428121890870,11.836774548866300
2022-12-07 13:23:18.002,o01,,oak,,55.58613235839970,11.836567476278800,50.701298653148100,11.836567476278800
2022-12-07 13:23:37.002,o02,,oak,,55.5861511942415,11.836688439565100,49.27213255316020,11.836688439565100
2022-12-07 13:23:49.002,o03,,oak,,55.58611038327220,11.836717512315800,49.50909123476600,11.836717512315800
2022-12-07 13:24:02.002,o04,,oak,,55.58608523970380,11.83679045645110,47.030822607688600,11.83679045645110
2022-12-07 13:24:12.002,o05,,oak,,55.58606931991560,11.836836763741600,45.862451238557700,11.836836763741600
2022-12-07 13:24:21.002,o06,,oak,,55.58602959626980,11.836886501447900,47.6129419952631,11.836886501447900
2022-12-07 13:24:30.001,o07,,oak,,55.58600596405590,11.836902561390300,47.29836504999550,11.836902561390300
2022-12-07 13:24:41.001,o07,,oak,,55.58598372458630,11.836924276842400,47.4974348442629,11.836924276842400
2022-12-07 13:24:54.002,o08,,oak,,55.585981218428600,11.836978436685500,46.151850486174200,11.836978436685500
2022-12-07 13:25:06.002,o09,,oak,,55.58599921376740,11.83699234912430,47.571425340138400,11.83699234912430
2022-12-07 13:25:13.001,o10,,oak,,55.58601846814840,11.836949199216800,47.86971137858930,11.836949199216800
2022-12-07 13:25:20.001,o11,,oak,,55.586042908118,11.836918639040300,47.942729278467600,11.836918639040300
2022-12-07 13:25:29.001,13,,oak,,55.58606993394400,11.83687809115840,48.108967904001500,11.83687809115840
2022-12-07 13:25:39.001,o14,,oak,,55.586089093585600,11.836863695059200,49.544727278873300,11.836863695059200
2022-12-07 13:25:48.001,o15,,oak,,55.58610969875300,11.836917031988100,48.73389082681390,11.836917031988100
2022-12-07 13:25:56.001,o16,,oak,,55.58611130478840,11.83694320804120,47.706008804030700,11.83694320804120
2022-12-07 13:26:03.001,o17,,oak,,55.58609302127020,11.836962654173900,46.236789962276800,11.836962654173900
2022-12-07 13:26:14.001,o18,,oak,,55.5860643507487,11.836999656214700,46.081756982952400,11.836999656214700
2022-12-07 13:26:20.001,o19,,oak,,55.586047648206100,11.837023558063000,46.24229288380590,11.837023558063000
2022-12-07 13:26:32.001,19,,oak,,55.58601958564950,11.837067838407000,45.47620855458080,11.837067838407000
2022-12-07 13:26:40.001,o20,,oak,,55.5860059354074,11.837118833198300,45.68469703104350,11.837118833198300
2022-12-07 13:27:00.001,o21,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,o22,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,23,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,o24,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,o25,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,o26,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
2022-12-07 13:27:00.001,o27,,oak,,55.58608037162260,11.837057068607800,47.789928616024600,11.837057068607800
