Timestamp,Name,Height_of_planting,Species,notes,Latitude,Longitude,Altitude,Accuracy
2022-11-26 11:18:38.989,pear Conference 170 cm,,,,55.58994445525010,11.840160663870000,63.20631945505740,11.840160663870000
2022-11-26 12:30:11.999,Apple Red Aroma 300 cm,,,,55.58994013359550,11.84024756833040,62.305531398393200,11.84024756833040
2022-11-26 12:30:57.999,prunus Opal 150 cm,,,,55.58991045417530,11.840315812899400,63.101355623453900,11.840315812899400
2022-11-26 12:31:14.999,Apple Katinka 180 cm,,,,55.58987082698380,11.840335049921300,63.02832744922490,11.840335049921300
2022-11-26 12:31:14.999,pear Clara Frijs 150 cm,,,,55.58987082698380,11.840335049921300,63.02832744922490,11.840335049921300
2022-11-26 12:36:56.999,bush 01 80 cm,,,,55.58996966624210,11.840202614259000,63.1914126444608,11.840202614259000
2022-11-26 12:37:19.999,bush 02 100 cm,,,,55.58994251771260,11.840143506048900,62.8590435218066,11.840143506048900
2022-11-26 12:37:39.999,bush 03 100 cm,,,,55.589904772184500,11.840229471193500,62.75170385092500,11.840229471193500
2022-11-26 12:38:03.000,bush 04 80 cm,,,,55.58990972854410,11.840281567179500,62.898272319696800,11.840281567179500
2022-11-26 12:38:20.000,bush 05 70 cm,,,,55.58992771050440,11.84029397665760,62.87963539920750,11.84029397665760
2022-11-26 12:38:41.999,bush 06 70 cm,,,,55.58986612389210,11.840295750523500,62.72005287744110,11.840295750523500
2022-11-26 12:39:02.999,bush 07 60 cm,,,,55.589886991833100,11.840354162922200,62.688156318850800,11.840354162922200
2022-11-26 12:39:18.999,bush 08 90 cm,,,,55.58987499931600,11.840371926268700,62.76649917382750,11.840371926268700
2022-11-26 12:39:44.999,bush 10 70 cm,,,,55.5898583638324,11.840403792056900,62.757446008734400,11.840403792056900
2022-11-26 12:39:57.999,bush 11 70 cm,,,,55.5898482865882,11.840393518154600,61.76112741883840,11.840393518154600
2022-11-26 13:51:02.997,ch 01,,,,55.58757358938010,11.841075266331600,58.61857805214820,11.841075266331600
2022-11-26 13:51:02.997,ch 02,,,,55.58757358938010,11.841075266331600,58.61857805214820,11.841075266331600
