Timestamp,Name,Height_of_planting,Species,notes,Latitude,Longitude,Altitude,Accuracy
2023-11-11 11:41:23.999,1,160,gul-rød,60 cm grøn tube,55.587039663776500,11.836843715172100,45.61032216530290,4.785744596269840
2023-11-11 11:43:48.000,2,71,sølv,No tube,55.5870181136351,11.836779909219400,41.98861312866210,3.5355339059327400
2023-11-11 11:45:18.000,3,189,Grøn,60 cm grøn tube,55.58700005063380,11.836855346348000,45.30306625366210,3.6187046920094400
2023-11-11 11:46:22.000,4,100,sølv,No tube,55.58691417803580,11.836844533692900,43.86025619506840,3.5355339059327400
2023-11-11 11:47:45.000,5,182,gul-rød,60 cm grøn tube,55.58696467900240,11.8368355650565,45.67440414428710,3.5355339059327400
2023-11-11 11:49:41.014,6,97,sølv,No tube,55.58688471564610,11.836846042435500,41.20388412475590,3.5355339059327400
2023-11-11 11:50:54.000,7,172,Grøn,60 cm grøn tube,55.58695038785750,11.83680237271990,46.18825912475590,3.5355339059327400
2023-11-11 12:00:13.000,8,194,Grøn,Curly tube,55.58677173044790,11.836999068692700,46.256420529447500,4.752275742769390
2023-11-11 12:01:44.000,9,169,gul-rød,Curly tube,55.586734428122300,11.837065480660500,44.84743881225590,3.5355339059327400
2023-11-11 12:03:04.999,10,85,Grøn,No tube,55.586762256040800,11.836983254190400,41.81783676147460,3.5355339059327400
2023-11-11 12:04:17.000,11,196,Grøn,60 cm grøn tube,55.58671661657840,11.836935393523300,41.24105460848660,4.618599076819630
2023-11-11 12:05:16.000,12,202,gul-rød,Curly tube,55.586749240346100,11.837042860003500,46.134532107040300,4.7947859090072500
2023-11-11 12:06:16.999,13,168,Grøn,60 cm grøn tube,55.58670105037460,11.837052648574800,46.90634391922500,4.779299695499700
2023-11-11 12:07:37.999,14,168,gul-rød,Curly tube,55.58665087056780,11.837010569976000,40.36013422999530,4.618598811366510
2023-11-11 12:10:34.000,15,191,Grøn,Curly tube,55.58666976626550,11.837057909230200,46.186219492927200,4.7813731064366
2023-11-11 12:10:50.000,16,215,gul-rød,Curly tube,55.58667242952440,11.837078026322200,46.25308465864510,4.774586343169300
